AuthorID,Author,Date,Content,Attachments,Reactions,Label,Audit
933425618488557618,rambo.eth#6251,02-Mar-22 21:13,All I’m saying is that I hope we stabilize around .4-.5,,,,
933425618488557618,rambo.eth#6251,02-Mar-22 21:14,Could get real ugly if it drops to .2,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:14,If it drops to .2 it’ll come back,,,,
621697937298292736,adu#4651,02-Mar-22 21:15,i was the first person to send a message here,,,,
943746747002404864,Quirkmaster420#4143,02-Mar-22 21:15,I just popped in to say hi guys….perhaps move from the floor talk and enjoy the community,,,,
943746747002404864,Quirkmaster420#4143,02-Mar-22 21:15,Floor will boom yet again,,,1,1
943746747002404864,Quirkmaster420#4143,02-Mar-22 21:15,Don’t u remember the last time ?,,,,
697278497852358698,Jaxk#9114,02-Mar-22 21:16,the floor is gonna go to 0.085,,,,
621697937298292736,adu#4651,02-Mar-22 21:16,"and ur not gonna much more down, cuz ur already the lowest",,,0,0
400735782991822858,sam#7733,02-Mar-22 21:18,I don't care about the floor... it's not like I just spent a few grand on cartoon animals or anything...,,,,
649604685736706068,Reeko_k#7970,02-Mar-22 21:20,"Most of the projects above 0.2eth are suffering from a drop, with the updates on the drops and roadmap and time we hopefully get the fp to rise",,,0,0
191029900776439808,dev.eth#4837,02-Mar-22 21:20,So is this just a fud chat,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:20,Basically,,,,
621697937298292736,adu#4651,02-Mar-22 21:20,ur the kind of guy to loose all of it and cry,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:20,HAHHAHA fr,,,,
649604685736706068,Reeko_k#7970,02-Mar-22 21:20,I mean we have a couple of BAYC and MAYC and cool cats holders and others so it’s a good sign,,,,
400735782991822858,sam#7733,02-Mar-22 21:20,I haven't sold any yet,,,,
191029900776439808,dev.eth#4837,02-Mar-22 21:21,If u guys are so scared then just cut ur losses lol,,,,
621697937298292736,adu#4651,02-Mar-22 21:21,what price did u buy for,,,,
400735782991822858,sam#7733,02-Mar-22 21:21,.25 and .6,,,,
621697937298292736,adu#4651,02-Mar-22 21:21,then stop crying,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:21,And HODL,,,,
438771770669924353,junebug#3671,02-Mar-22 21:22,LMAO u funny,,"🤣 (2),👆 (2),🚨 (2)",,
918543670788096060,AnimalJack#5890,02-Mar-22 21:24,How are all the paper hands doing in here? 📄,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:24,I bought at 1.2 and I’m selling at 0.5 🤩🤩🤩 😂,,😂 (2),0,0
400174135403347969,Alpod#2790,02-Mar-22 21:24,How can people think like this HAHHA,,,,
918543670788096060,AnimalJack#5890,02-Mar-22 21:25,"Bro you’re clearly a degenerate, you should stay 🤣",,,,
948048262449995837,Futurenft11#3446,02-Mar-22 21:25,shame on you,,,,
882545311665491998,boinnnn#8643,02-Mar-22 21:25,when we retouch 1ETH bros?,,,,
918543670788096060,AnimalJack#5890,02-Mar-22 21:25,Classic buy high sell low,,,0,0
918543670788096060,AnimalJack#5890,02-Mar-22 21:25,Over the weekend,,,,
918543670788096060,AnimalJack#5890,02-Mar-22 21:25,NFA,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:26,I’m not im joking on how someone can think like that,,,,
948048262449995837,Futurenft11#3446,02-Mar-22 21:27,"I'm actually worried about the floor price (not really), but there's no way we lose our money on this NFT",,,,
400174135403347969,Alpod#2790,02-Mar-22 21:27,Ok lemme understand you why are you scared you planning on selling,,,,
616718163307921414,D_A_I_#3677,02-Mar-22 21:29,There's a Rarity 826 going for .75 ETH (Toon 106)!,,,,
948048262449995837,Futurenft11#3446,02-Mar-22 21:30,"It scares me that some people rather take the loss than wait, and are taking a hit on the collection as a whole, but no, I'm not selling. I got mines at .95 and 1.2 ETH",,,0,0
918543670788096060,AnimalJack#5890,02-Mar-22 21:30,📰,,,,
918543670788096060,AnimalJack#5890,02-Mar-22 21:30,📄,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:30,Short term you loosing but think on the long run,,,,
400174135403347969,Alpod#2790,02-Mar-22 21:31,I bought at 0.4 floor almost reaching me but IDK I don’t want to sell my toon for anything at the moment,,💯 (2),,
736594371670966343,blockbyt#8941,02-Mar-22 21:34,buy and hold for me. these prices are just noise,,🙌 (4),,
483314492306882570,BlackIce#9055,02-Mar-22 21:37,Don’t really see a good purpose for this channel. Really successful NFT projects don’t have discussions on the floor so shouldn’t we just delete this channel?? Thoughts???,,❤️ (3),,
159985870458322944,MEE6#4876,02-Mar-22 21:37,"GG @BlackIce, you just advanced to level 7!",,,,
948048262449995837,Futurenft11#3446,02-Mar-22 21:37,yes,,,,
948048262449995837,Futurenft11#3446,02-Mar-22 21:37,it just gives a low vibe,,,,
948048262449995837,Futurenft11#3446,02-Mar-22 21:37,not healthy,,,,
382302499681599488,Tev#8038,02-Mar-22 21:38,i agree,,,,
483314492306882570,BlackIce#9055,02-Mar-22 21:39,"Would be cool if mods did a voting pole to delete this channel. Cause trust me the way this community is going, this is a future blue chip project. So we should act like it 🅿️",,,,
483314492306882570,BlackIce#9055,02-Mar-22 21:41,@Watts @xMcShady can we do a vote on this channel existence??,,,,
676136950629138432,sbxstian#8866,02-Mar-22 21:43,yea i really don't think we should have a floor talk channel,,,,
401965026585346068,Preme#2765,02-Mar-22 21:43,damn people really undercutting this low,,,0,0
676136950629138432,sbxstian#8866,02-Mar-22 21:43,"the community has almost stopped talking about fp, i think it's best to avoid have a channel specifically for fp",,,,
210992229290868737,talihashi#9713,02-Mar-22 21:45,I like that it separates from the rest of the chat. I don't think it's possible to have a group in the investment world without price discussion. Better to have a place for it in my opinion.,,,,
928665103258226778,xMcShady#4307,02-Mar-22 21:45,"Hey brother, the channel will probably be here for the immediate future! General chat has been recently flooded with floor talk; and the consensus was to make a floor chat, to let those concerned about floor express their feelings elsewhere 🙏 but fr as a HODLER, IYKYK we are here to stay💪 thank you for the reach out tho!",,"🔥 (9),💯 (8),logo2 (1),🤝 (1)",,
676136950629138432,sbxstian#8866,02-Mar-22 21:46,i respect the decision 🤝,,,,
928665103258226778,xMcShady#4307,02-Mar-22 21:46,It was just to redirect traffic from the general chat!,,,,
676136950629138432,sbxstian#8866,02-Mar-22 21:46,understandable 👍,,,,
676136950629138432,sbxstian#8866,02-Mar-22 21:46,ty,,,,
928665103258226778,xMcShady#4307,02-Mar-22 21:47,Anytime brother! Your mods always here to help👆🙏,,,,
483314492306882570,BlackIce#9055,02-Mar-22 21:47,Okay cool. Makes sense,,,,
483314492306882570,BlackIce#9055,02-Mar-22 21:47,Yeah I guess chat was going to fast I didn’t see the floor talk in general,,,,
483314492306882570,BlackIce#9055,02-Mar-22 21:47,Yeah if ppl want to talk about it we’ll just send them here,,,,
928665103258226778,xMcShady#4307,02-Mar-22 21:48,"Yes exactly, also will shed light to early or inexperienced investors about some of the growing pains within NFT investing IMO!",,,,
930255153511157840,Watts#0648,02-Mar-22 21:49,"Hey 👋 It was brought to the teams attention by numerous members to open a dedicated floor chat. As general chat has become a gateway for many entering the community, it was just decided that we have a dedicated space for those that wish to talk current floor prices to help us greet hundreds of new members we see on a daily basis over on general! We all Toonz fam at the end of the day 🙏 :logo2:",,"💯 (10),💚 (2)",,
874693852957671505,Djumik#3677,02-Mar-22 21:50,hi,,,,
635325592526389268,mannmosa.eth#5734,02-Mar-22 21:52,Hi,,,,
635325592526389268,mannmosa.eth#5734,02-Mar-22 21:53,Wen floor?,,🤣 (1),,
483314492306882570,BlackIce#9055,02-Mar-22 21:53,Thanks Watts. Appreciate you,,,,
930255153511157840,Watts#0648,02-Mar-22 21:53,Much love bro 🙏,,🙏 (1),,
277566030786592768,SuPeR#0388,02-Mar-22 21:55,"floors dropping heavy, what's our thoughts?",,,,
236344659394166784,flawlesss.eth#3780,02-Mar-22 21:55,"I used to worry about the fp too but the thing you have to remember is that wednesday’s are bad for NFT’s. Another thing to remember is that we went to 1.2 eth from .335 in a day and a half. Anything is possible. I’ve had MAYC members telling me we’re gonna moon and congratulated me ahead of time. Buckle up, and enjoy the ride. 🚀",,"🔥 (10),❤️ (4),pepeCopium (3)",,
236344659394166784,flawlesss.eth#3780,02-Mar-22 21:55,I promise you’re gonna regret not holding when we sky rocket,,🌋 (6),,
736594371670966343,blockbyt#8941,02-Mar-22 21:56,so i need to buy more eh??,,"❤️ (4),🍑 (2)",,
236344659394166784,flawlesss.eth#3780,02-Mar-22 21:56,hundos. i actually tried to get you to buy mine so i could buy the floor but you never did 😂😂,,,,
716330676030275584,POSEIDONN#6931,02-Mar-22 21:56,Guys I want to buy but don’t have enough eth. Y’all think the floor gonna drop a little more.,,,,
676136950629138432,sbxstian#8866,02-Mar-22 22:01,howcome wednesdays are bad for nfts,,,,
500621833830400010,Degen Stone#2419,02-Mar-22 22:03,WeN MoOn,https://cdn.discordapp.com/attachments/948685781243953212/948702199863738388/IMG_3862.png,,,
236344659394166784,flawlesss.eth#3780,02-Mar-22 22:09,,https://cdn.discordapp.com/attachments/948685781243953212/948703509660987402/IMG_0282.png,👍 (3),,
716330676030275584,POSEIDONN#6931,02-Mar-22 22:10,Who’s that,,,,
893806531152343120,Pedrito#6634,02-Mar-22 22:11,agree,,,,
500621833830400010,Degen Stone#2419,02-Mar-22 22:12,+1,,,,
236344659394166784,flawlesss.eth#3780,02-Mar-22 22:12,mayc holder,,,,
500621833830400010,Degen Stone#2419,02-Mar-22 22:13,it's just a FUD channel,,,,
500621833830400010,Degen Stone#2419,02-Mar-22 22:13,dont like this mood,,,,
397923329610219531,Ajex#0001,02-Mar-22 22:13,but everyone has a mayc,,,,
236344659394166784,flawlesss.eth#3780,02-Mar-22 22:15,"well, i mean idk what to say lol if you don’t believe in the project then just list and move on lol",,"🔥 (3),💯 (3)",,
236344659394166784,flawlesss.eth#3780,02-Mar-22 22:15,i’m tryna motivate people to hodl,,,,
929173062442688602,TrizzNorf|LBDX/APELETES/TOONZ#3195,02-Mar-22 22:17,I love this decision,,,,
770750577931976744,BossCat | Bravo2419#1574,02-Mar-22 22:20,"Never liked the floor talk channel... The less we mention the F word the better. Lets stay positive and HODL or sell higher then F****. Practice that and we shall be good. My 2 cents, this is the first and last time I comment in this channel :peace:",,💯 (3),,
893806531152343120,Pedrito#6634,02-Mar-22 22:21,"Guys, this project is 1 week old. You're crying about some small volatility, that's the problem. Stay if you like it, stay if you believe in it. Just a chart for the comparison:",https://cdn.discordapp.com/attachments/948685781243953212/948706756412985416/unknown.png,"❤️ (10),💎 (1)",,
893806531152343120,Pedrito#6634,02-Mar-22 22:22,We're here and that's what you're crying about:  😄,https://cdn.discordapp.com/attachments/948685781243953212/948706859840323614/unknown.png,,,
893806531152343120,Pedrito#6634,02-Mar-22 22:22,LFG! 🚀,,,1,1
827560707955359804,jg777#2272,02-Mar-22 22:26,Lot of crying in here /:,,,,
483314492306882570,BlackIce#9055,02-Mar-22 22:33,"Perfect opportunity to buy more. I’m in the same boat, working on getting more",,"🚀 (3),💯 (1)",0,0
83987409871568896,polarzombies#7850,02-Mar-22 22:33,what if that's my hobby 🤔,,,,
483314492306882570,BlackIce#9055,02-Mar-22 22:33,For real bro. People forget about this. I’ve heard of some people going through depression from hoping out of BAYC super early lol,,,,
893806531152343120,Pedrito#6634,02-Mar-22 22:39,Yeah. There are cycles. Each market-bought NFT raises our volume and also raises the floor in the long run because the NFTs they're buying now were practically .085 before. It's 5-10x in one week. And those who buy now waiting for the same. Then they'll sell. Cycle ends -> next cycle. That's all.,,"👍 (2),💎 (1)",,
716330676030275584,POSEIDONN#6931,02-Mar-22 22:41,That looks like a 0xMAYC,,,,
236344659394166784,flawlesss.eth#3780,02-Mar-22 22:41,it’s not,,,,
716330676030275584,POSEIDONN#6931,02-Mar-22 22:42,U sure 🤣,,,,
893806531152343120,Pedrito#6634,02-Mar-22 22:42,But I don't care tbh. This community is dope. I'll only give it up on a price that could change my life,,💎 (1),,
83987409871568896,polarzombies#7850,02-Mar-22 22:43,hm do you think a toon in the top 350 rank is worth,,,,
269566177393639424,Vike#4893,02-Mar-22 22:46,i said the same thing before,,,,
716330676030275584,POSEIDONN#6931,02-Mar-22 22:46,Im 99% sure that’s not a real MAYC,,,,
339141919701729282,Dom6 | KRUXY Call#4140,02-Mar-22 22:51,heyy,,,,
929597006949789746,Chazamcnaza#4199,02-Mar-22 23:00,"That's how I feel too.  And we are heading in the right direction ❤️

🚀🚀🚀",,,,
944825621459116063,kjn#7185,02-Mar-22 23:05,"Man, this is nuts.
How do you keep your calm through this, is there a strategy?",,,,
908399351657816135,cmd3r#2947,02-Mar-22 23:10,CHILL AND WIN that's the strategy 😉,,,,
827560707955359804,jg777#2272,02-Mar-22 23:12,That’s wassup,,,,
927780847027884073,conor22#7355,02-Mar-22 23:15,The tf selling for .41 🤨 they going to regret it,,,,
508737876083867688,ChefBezos#6687,02-Mar-22 23:16,Bout to say fuck it delist everything,,‼️ (1),,
417122804971077640,dudeviper#0954,02-Mar-22 23:28,this sale is crazy!!! MFers selling for crazy losses when this project is at its strongest....i'll take some!,,,,
923617880954794064,Leoccino#1303,02-Mar-22 23:29,lots of sick Toonz up for grabs w/this floor! Snag em!,,💯 (4),,
417122804971077640,dudeviper#0954,02-Mar-22 23:29,i'm making offers on all of them! this is wild. Wish I had more liquid to squirt on the firesale,,👍 (2),,
873307881787768873,ilovechrisbaker#2040,02-Mar-22 23:38,0.319,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:42,The floor is for suckers this is a long game - hold and build this up,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:42,What are we tying to do flip and run?,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:43,No - hold and buy more cmon kids,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:43,Invite friends to get it at low floor - preach this is the way,,,,
159985870458322944,MEE6#4876,02-Mar-22 23:43,"GG @aldebaran, you just advanced to level 2!",,,,
869144637409996820,Jlmeijide#4511,02-Mar-22 23:44,I dont understand why people sell so cheap,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:44,We are degens not stockbrokers,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:44,I have 6 I’m looking for more,,,,
930952081374855178,kxmme#6018,02-Mar-22 23:45,"1 seller is selling all of his, and another selling for .4 when he brought at .6 🧐🥴 ill never understand lol",,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:45,A lot of bad investors here - u gotta get involved be the voice reach out be kind make this thing a real ship that floats,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:46,Boo,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:46,What are they gonna buy ?,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:46,With .4 lol,,,,
869144637409996820,Jlmeijide#4511,02-Mar-22 23:46,A worse project,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:46,Yep,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:47,It’s a whole market correction at lower end rn … eth is 2900+,,,,
882080005025333288,TheFriendlyCollective.Eth#5300,02-Mar-22 23:47,Beauty we got a price chat channel!,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:47,If it drops to 2600 it will all go up,,,,
397923329610219531,Ajex#0001,02-Mar-22 23:47,Price 229 then xd,,,,
358777077023113227,Guy Lou#0033,02-Mar-22 23:47,I hope it does for the sake of my swing trade and my NFT plays,,,,
934533500030320721,CuteMonsterDad#2902,02-Mar-22 23:48,I bought 3 at mint. Sold 1 to pay for all 3 plus profit. Now looking for another toonz of my choice. Maybe a tiger.,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:48,Maybe every person in here should go out and recruit another unique wallet to join - we are kinda needing more holders that value the club,,,,
230219693556760576,cash#4152,02-Mar-22 23:49,never seen anything like this lmao why even list for .4 if you paid .6 are you really that scared? lmao,,,0,0
358777077023113227,Guy Lou#0033,02-Mar-22 23:49,I got a tiger I’ll part with,,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:49,,https://cdn.discordapp.com/attachments/948685781243953212/948728765205331978/7F24F392-3553-4ABD-91E8-5055EC874B0E.gif,🐅 (2),,
358777077023113227,Guy Lou#0033,02-Mar-22 23:50,,https://cdn.discordapp.com/attachments/948685781243953212/948728990124900412/IMG_7390.png,,,
935633376294084670,aldebaran#2722,02-Mar-22 23:50,By the weekend the floor will be back to .55,,,,
756564139127734393,DoctorAgile.eth#9703,02-Mar-22 23:51,just tanked my wallet with 8 more toonz,,💎 (3),,
756564139127734393,DoctorAgile.eth#9703,02-Mar-22 23:51,love buying BLOOD.,,kekw (1),,
882080005025333288,TheFriendlyCollective.Eth#5300,02-Mar-22 23:51,Ah it’s just good because not everyone likes talking about the price as it’s a big deterrence to have in general.,,,,
904877656229695510,TomTubes#6391,02-Mar-22 23:58,topp #1000 rank,,,,
904877656229695510,TomTubes#6391,02-Mar-22 23:58,https://opensea.io/assets/0x19b86299c21505cdf59ce63740b240a9c822b5e4/8066,,,,
708491401972678798,Reksir#5971,02-Mar-22 23:58,HERE IT COMES 0.3s,,,,
756564139127734393,DoctorAgile.eth#9703,02-Mar-22 23:59,.15 i think,,,,
756564139127734393,DoctorAgile.eth#9703,02-Mar-22 23:59,volume outflow,,,,
859088310897737758,labrickbillion#7551,03-Mar-22 0:06,0.8 for #5836 top 1500,,,,
859088310897737758,labrickbillion#7551,03-Mar-22 0:06,Can discuss price,,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:07,Was wondering this myself 😂,,,,
908749279923949630,JaysT#8370,03-Mar-22 0:07,We really touxhed .39 wtf,,,,
230219693556760576,cash#4152,03-Mar-22 0:07,TY,,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:08,I can’t imagine buying in and selling at a loss without holding for a bit. I came from stocks😂 I was always told you only gamble what you can afford to lose and you only lose when you sell,,👍 (2),0,0
230219693556760576,cash#4152,03-Mar-22 0:08,That's exactly what this is,,,,
230219693556760576,cash#4152,03-Mar-22 0:08,buying blood. these same people will buy back in when it goes back to .8 lmao,,😂 (2),,
510909228807094272,Jakudama#9532,03-Mar-22 0:08,Facts😂😂😂,,,,
908749279923949630,JaysT#8370,03-Mar-22 0:08,What does buying blood mean bro,,,,
708491401972678798,Reksir#5971,03-Mar-22 0:09,rektd,,,,
230219693556760576,cash#4152,03-Mar-22 0:09,i'll show u 1 sec,,,,
230219693556760576,cash#4152,03-Mar-22 0:10,,https://cdn.discordapp.com/attachments/948685781243953212/948733989038981150/unknown.png,,,
230219693556760576,cash#4152,03-Mar-22 0:10,sad shit lmao,,🤣 (3),,
708491401972678798,Reksir#5971,03-Mar-22 0:10,Fuuuuuccccckkkkk,,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:11,Absolute 🗿,,,,
230219693556760576,cash#4152,03-Mar-22 0:11,imagine if every idiot who did that made a discord group and decided to just not sell until they were in profit 🧠,,"😂 (2),🧠 (1)",,
230219693556760576,cash#4152,03-Mar-22 0:11,Mind blowing stuff,,,,
230219693556760576,cash#4152,03-Mar-22 0:12,Instead they sit here undercutting eachother all day on the way down after buying the top lmao,,,,
397923329610219531,Ajex#0001,03-Mar-22 0:12,there is so much activity,,💯 (1),,
397923329610219531,Ajex#0001,03-Mar-22 0:12,but people still undercuttin the floor,,,0,0
397923329610219531,Ajex#0001,03-Mar-22 0:12,idk,,,,
230219693556760576,cash#4152,03-Mar-22 0:12,yeah it makes no sense lol,,,,
230219693556760576,cash#4152,03-Mar-22 0:12,a lot of people getting good deals though,,,,
708491401972678798,Reksir#5971,03-Mar-22 0:13,scared money dont make money,,💯 (1),,
934533500030320721,CuteMonsterDad#2902,03-Mar-22 0:13,Buying from the top is a dumb move unto itself. After such a huge run especially.,,,,
708491401972678798,Reksir#5971,03-Mar-22 0:13,they all scared af,,,,
397923329610219531,Ajex#0001,03-Mar-22 0:13,im scared but still not selling xd,,"🍷 (2),💎 (3),🙌 (2)",,
230219693556760576,cash#4152,03-Mar-22 0:13,De risk at the top,,,,
230219693556760576,cash#4152,03-Mar-22 0:13,enjoy the rest of the ride free,,,,
643478573209878528,Jazzman#9906,03-Mar-22 0:14,What happend guys!? 0.4???,,,,
159985870458322944,MEE6#4876,03-Mar-22 0:14,"GG @Jazzman, you just advanced to level 1!",,,,
708491401972678798,Reksir#5971,03-Mar-22 0:14,"yea im in profit by around $1,000 and hold 3 still",,💯 (1),,
708491401972678798,Reksir#5971,03-Mar-22 0:14,rippp,,,,
708491401972678798,Reksir#5971,03-Mar-22 0:14,thats what happend,,,,
230219693556760576,cash#4152,03-Mar-22 0:14,I'm in profit and hold 15 lmao,,😱 (1),,
397923329610219531,Ajex#0001,03-Mar-22 0:14,i panic sold some of mine at the top xd,,,,
230219693556760576,cash#4152,03-Mar-22 0:14,See you guys at the next leg,,"🚀 (3),🌖 (1),🚨 (1)",,
708491401972678798,Reksir#5971,03-Mar-22 0:14,betttt,,,,
397923329610219531,Ajex#0001,03-Mar-22 0:15,time to buy back i guess,,,,
230219693556760576,cash#4152,03-Mar-22 0:15,Did any of the celebrities sell?,,,,
230219693556760576,cash#4152,03-Mar-22 0:15,What makes you want to sell rn lmao,,,,
643478573209878528,Jazzman#9906,03-Mar-22 0:15,Who where holdinh?,,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:15,Steve aoki was one of them,,,,
230219693556760576,cash#4152,03-Mar-22 0:15,This whole thing went crazy because steve aoki bought one,,,,
230219693556760576,cash#4152,03-Mar-22 0:15,then a bunch of apes,,,,
230219693556760576,cash#4152,03-Mar-22 0:16,then other random verified accounts and people,,,,
230219693556760576,cash#4152,03-Mar-22 0:16,🤷‍♂️,,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:16,"Shamdoo, fvckrender, and Bobby hundreds too",,,,
728331608075010089,ItsTee#3225,03-Mar-22 0:16,Floor talk? 📉,,,,
854005785545670717,Ouroboros#0404,03-Mar-22 0:16,Nah nobody really cares about what Steve Aoki does ngl,,"😂 (1),🤝 (1)",,
869144637409996820,Jlmeijide#4511,03-Mar-22 0:16,"But he kept some, didnt he?",,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:17,He had like 15😂 I’m sure he did,,,,
728331608075010089,ItsTee#3225,03-Mar-22 0:17,So much for Hodl,,,,
230219693556760576,cash#4152,03-Mar-22 0:17,that's just false lmao this shit sparked off because of that to say it didn't is an utter lie i was here lmao,,,,
510909228807094272,Jakudama#9532,03-Mar-22 0:17,He made some fire plays and scooped up a robot,,,,
230219693556760576,cash#4152,03-Mar-22 0:17,I minted these,,,,
236344659394166784,flawlesss.eth#3780,03-Mar-22 0:17,why not just buy off the floor in opensea? lol,,,,
897938732055932969,paddy1pl#6721,03-Mar-22 0:17,There are some good News for US?😁,,,,
159985870458322944,MEE6#4876,03-Mar-22 0:17,"GG @paddy1pl, you just advanced to level 2!",,,,
643478573209878528,Jazzman#9906,03-Mar-22 0:17,Get one from me on opensea,,,,
756564139127734393,DoctorAgile.eth#9703,03-Mar-22 0:17,Lol,,,,
382981872613064704,Austin#2088,03-Mar-22 0:18,floor was .6 last night -.-,,,,
756564139127734393,DoctorAgile.eth#9703,03-Mar-22 0:18,"I have a top15% rarity in 0.99, if you want it act fast #8020, also best looking aesthetic in the entire market",,,,
854005785545670717,Ouroboros#0404,03-Mar-22 0:18,"I was here too but ppl didn’t start buying cause of Aoki, ppl were already buying and then he bought, who in the world decides to spend thousands of dollars on something because some random dude who makes house music bought it lol",,,,
854005785545670717,Ouroboros#0404,03-Mar-22 0:18,Come on,,,,
230219693556760576,cash#4152,03-Mar-22 0:19,Nah man his buy was the first in the big leg up,,,,
600536309085372449,Pizza Turtle#0489,03-Mar-22 0:19,,https://cdn.discordapp.com/attachments/948685781243953212/948736276453023774/IMG_8729.gif,😂 (1),,
230219693556760576,cash#4152,03-Mar-22 0:19,others followed him regardless of what i think or you think lmao,,,,
